,superkingdom,phylum,class,order,family,genus,species,taxid
8795,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8796,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8797,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8798,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8799,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8800,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8801,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8802,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8803,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8804,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8805,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8806,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8807,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8808,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8809,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8810,Bacteria,Chloroflexota,,,,,Chloroflexota bacterium,2026724
8811,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8812,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8813,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8814,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8815,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8816,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8817,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8818,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8819,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8820,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8821,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8822,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8823,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8824,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8825,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8826,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8827,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8828,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8829,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8830,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8831,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8832,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8833,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8834,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8835,Bacteria,Pseudomonadota,Betaproteobacteria,,,,Betaproteobacteria bacterium,1891241
8836,Bacteria,,,,,,Terrabacteria group bacterium ANGP1,2569760
8837,Bacteria,,,,,,Terrabacteria group bacterium ANGP1,2569760
8838,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
8839,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
8840,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
8841,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
8842,Bacteria,Pseudomonadota,Alphaproteobacteria,,,,Alphaproteobacteria bacterium,1913988
8843,Bacteria,Actinomycetota,Actinomycetes,,,,Actinomycetes bacterium,1883427
8844,Bacteria,Candidatus Rokubacteria,,,,,Candidatus Rokubacteria bacterium,2053607
8845,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,,Beijerinckiaceae bacterium,1978229
8846,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,,Halothiobacillaceae bacterium,2268194
8847,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces ipomoeae,103232
8848,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces ipomoeae,103232
8849,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,Spiribacter salinus,1335746
8850,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Myxococcus,Myxococcus llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogochensis,2590453
8851,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas luteoviolacea,43657
8852,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Boseaceae,Bosea,Bosea sp. AK1,2587160
8853,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,615
8854,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia marcescens,615
8855,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia fonticola,47917
8856,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. SLBN-115,2768453
8857,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. SLBN-31,2768444
8858,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,Herbaspirillum sp. SJZ107,2572881
8859,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. SLBN-118,2768454
8860,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. SLBN-26,2768443
8861,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. SLBN-134,2768456
8862,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Delftia sp. HK171,1920191
8863,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas sp. 3HH-4,1690214
8864,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax temperans,80878
8865,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces cavourensis,67258
8866,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,666
8867,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Halothiobacillaceae,,Halothiobacillaceae bacterium,2268194
8868,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Pleioneaceae,Aliikangiella,Aliikangiella marina,1712262
8869,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Exilibacterium,Exilibacterium tricleocarpae,2591008
8870,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Pleioneaceae,Aliikangiella,Aliikangiella coralliicola,2592383
8871,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylocystaceae,Methylosinus,Methylosinus sporium,428
8872,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella eurypsychrophilus,2593656
8873,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mendocina,300
8874,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. ALS1131,2697219
8875,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. ALS1279,1734450
8876,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. IB201691-2A2,2561920
8877,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonas,Desulfuromonas acetexigens,38815
8878,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,2486263
8879,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis sp. M_QC_C_20170808_M9Col,2486217
8880,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis sp. M_QC_C_20170808_M3Col,2486216
8881,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,2486262
8882,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,2486264
8883,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis sp. M_OC_Ca_00000000_C217Col,2486213
8884,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,2486264
8885,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis sp. Msp_OC_L_20101000_S702,2486218
8886,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,2486256
8887,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,2486257
8888,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,2486254
8889,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,2486253
8890,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,2486251
8891,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis aeruginosa,2486250
8892,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis viridis,2486270
8893,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis novacekii,2486266
8894,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis wesenbergii,2486245
8895,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis flos-aquae,2486236
8896,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis flos-aquae,2486237
8897,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis wesenbergii,2486241
8898,Bacteria,Cyanobacteriota,Cyanophyceae,Chroococcales,Microcystaceae,Microcystis,Microcystis panniformis,2486223
8899,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. 130,2591006
8900,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Glacieibacterium,Glacieibacterium frigidum,2593303
8901,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Aliidiomarina,Aliidiomarina halalkaliphila,2593535
8902,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassomonas,Thalassomonas sp. M1454,2594477
8903,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas mangiferae,2593654
8904,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella hanedai,25
8905,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aliiglaciecola,Aliiglaciecola sp. M165,2593649
8906,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus detaillensis,2592048
8907,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus detaillensis,2592048
8908,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,Psychrobacter sp. YGAH215,2596826
8909,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. ef1,2578139
8910,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,Corallococcus,Corallococcus sp. Z5C101001,2596829
8911,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. ST1,2596897
8912,Bacteria,,,,,,Microgenomates group bacterium LiPW_16,2017212
8913,Bacteria,,,,,,Parcubacteria group bacterium Gr01-1014_107,2017197
8914,Bacteria,Candidatus Berkelbacteria,,,,,Candidatus Berkelbacteria bacterium Gr01-1014_85,2017150
8915,Bacteria,,,,,,Microgenomates group bacterium Gr01-1014_16,2017210
8916,Bacteria,Candidatus Berkelbacteria,,,,,Candidatus Berkelbacteria bacterium Licking1014_7,2017147
8917,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. ATCC 13985,2578105
8918,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. KBS0712,2578111
8919,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax sp. KBS0712,2578111
8920,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. KBS0710,1179667
8921,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Tepidimonas,Tepidimonas alkaliphilus,2588942
8922,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Tepidimonas,Tepidimonas aquatica,247482
8923,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Tepidimonas,Tepidimonas sediminis,2588941
8924,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Tepidimonas,Tepidimonas thermarum,335431
8925,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Tepidimonas,Tepidimonas taiwanensis,307486
8926,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Tepidimonas,Tepidimonas charontis,2267262
8927,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Verticiella,Verticiella sediminum,1247510
8928,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Verticiella,Verticiella sediminum,1247510
8929,Bacteria,Pseudomonadota,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella apicola,1196095
8930,Bacteria,Pseudomonadota,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,Gilliamella apicola,1196095
8931,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus campinensis,151783
8932,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus campinensis,151783
8933,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio algivorus,1667024
8934,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Denitromonas,Denitromonas halophilus,1629404
8935,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,Spiribacter aquaticus,1935996
8936,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Denitromonas,Denitromonas halophilus,1629404
8937,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter vinifirmus,355591
8938,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Azoarcus,Azoarcus sp. PHD,1628740
8939,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Sedimenticola,Sedimenticola thiotaurini,1543721
8940,Bacteria,Pseudomonadota,Gammaproteobacteria,,,Sedimenticola,Sedimenticola selenatireducens,191960
8941,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. H3(2019),2598724
8942,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio atlanticus,693153
8943,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Cobetia,Cobetia crustatorum,553385
8944,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio tasmaniensis,212663
8945,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas elyakovii,81037
8946,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,Pseudoalteromonas neustonica,1840331
8947,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas titanicae,664683
8948,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus,Thalassolituus sp. C2-1,2597518
8949,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,,Alteromonadaceae bacterium 2753L.S.0a.02,1403320
8950,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. BK340,2572903
8951,Bacteria,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. Ace-Pa,2572902
8952,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. SJZ078,2572886
8953,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. SJZ079,2572887
8954,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. SJZ080,2572888
8955,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. SJZ103,2572893
8956,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. SJZ115,2572882
8957,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. SJZ115,2572882
8958,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia sp. SJZ115,2572882
8959,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sp. T12,477697
8960,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. SJZ131,2572895
8961,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax beijingensis,2496117
8962,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. AG1028,2572911
8963,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora,Kitasatospora atroaurantiaca,285545
8964,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces capillispiralis,68182
8965,Bacteria,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces brevispora,887462
8966,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,Acidovorax delafieldii,47920
8967,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus gilardii,936133
8968,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidus gilardii,936133
8969,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Aminobacter,Aminobacter sp. J15,935260
8970,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azomonas,Azomonas agilis,116849
8971,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,Luteimonas cucumeris,985012
8972,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter ruishenii,686800
8973,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella flava,871742
8974,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas duriflava,459528
8975,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudoduganella,Pseudoduganella lurida,1036180
8976,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Roseibium,Roseibium hamelinense,150831
8977,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Caenimonas,Caenimonas sedimenti,2596921
8978,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas vasicola,56459
8979,Bacteria,Cyanobacteriota,Cyanophyceae,Pleurocapsales,Hyellaceae,Hyella,Hyella patelloides,945734
8980,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium dankookense,560405
8981,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella huaxiensis,2153354
8982,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella spallanzanii,2587528
8983,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella spallanzanii,2587528
8984,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella huaxiensis,2153354
8985,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella quasipneumoniae,1463165
